v1,ticker,quarter,logret_q,logret_q_lag,yearmonth,inception,lend_byaum_bps,index_id,mer_bps,spread_bps_crsp,log_volume,tr_error_bps,perf_drag_bps,turnover_frac,d_uit,mkt_share,marketing_fee_bps,aum,cum_mktg_expense,d_sameind,log_profit,d_ownindex,marketing_expense,inception_q,quarter_decimal,inc_quarter_decimal,time_existence,quarters_in_sample,etf_per_index,uniquevals,rank_fee,highfee,rank_spread,highspread,rank_inception,firstmover,us_index,issuer,description,primary_benchmark,tax_classification,is_etn,asset_class,category,is_levered,is_active,creation_fee,other_expenses,total_expenses,fee_waivers,net_expenses,lead_market_maker,mgr_duration,mgr_duration_tii,mgr_duration_tsi,time_since_first,ratio_tii,ratio_tra,mgr_duration_index,ratio_tra_ix,aum_index,log_aum_index,log_aum,stock_tweets,sum_of_replies,sum_of_likes,stock_tweets_raw,qduration,same_benchmark,same_lead_mm,qs_dollar_tw,qs_percent_tw,es_dollar_ave,es_percent_ave,rs_dollar_ave,rs_percent_ave,pi_dollar_ave,pi_percent_ave,es_dollar_dw,es_dollar_sw,es_percent_dw,es_percent_sw,rs_dollar_sw,rs_dollar_dw,rs_percent_sw,rs_percent_dw,pi_dollar_sw,pi_dollar_dw,pi_percent_sw,pi_percent_dw
522,IVE,20161,.021783739,.058735594,20163,2000-05-22,.58549917,S&P 500 Value Index,18,1.7165778,18.276409,13.746552,-1.7917762,2.3246624,0,.94160771,0,9403745714,0,1,16.64440531298296,0,0,20002,2016,2000.25,15.75,20,2,2,2,1,1,0,2,1,1,Blackrock,iShares S&P 500 Value,S&P 500 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Goldman Sachs,5.6696391,5.3996239,6.5715566,.15326598,57.415539,.055169329,5.6692982,.055511627,9755748668.5,23.001123,22.96437392706298,-.078041352,.14285715,.071428575,1.2857143,5,1,0,.013569479,.00016018677,.011181314,.00013174003,.0019432199,.000022270193,.009239139,.00010948224,.015013968,.015011722,.00017620964,.00017618597,.0060769017,.0060725547,.000070243987,.000070192124,.0089375582,.0089441529,.0001059744,.00010604993
523,IVE,20162,.038242262,.021783739,20166,2000-05-22,.58549917,S&P 500 Value Index,18,1.432301,18.075214,13.051118,-1.4862263,1.785061,0,.94126171,0,10051726364,0,1,16.711041620131848,0,0,20002,2016.25,2000.25,16,20,2,2,2,1,1,0,2,1,1,Blackrock,iShares S&P 500 Value ETF,S&P 500 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Goldman Sachs,5.4925408,5.3518233,6.5372729,.3855105,47.807949,.043953985,5.4859691,.04368569,10439312929.4,23.068844,23.031010234211866,-.078338601,0,0,1.1666666,5,1,0,.011794468,.00012899528,.0098506035,.00010771107,.0018736824,.000020347939,.0079775387,.000087369903,.013989143,.013988091,.0001530835,.00015307273,.0048810001,.0048907786,.000053408748,.000053516527,.0091108978,.009102175,.00009970575,.000099608755
524,IVE,20163,.028162692,.038242262,20169,2000-05-22,.58549917,S&P 500 Value Index,18,1.2039982,18.210258,13.662925,-2.1694307,1.9583972,0,.93447548,0,10437435905,0,1,16.74869617218619,0,0,20002,2016.5,2000.25,16.25,20,2,2,2,1,1,0,2,1,1,Blackrock,iShares S&P 500 Value ETF,S&P 500 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Goldman Sachs,5.4283948,5.2542462,6.5676947,.62757307,51.587963,.028358495,5.4227223,.02868153,10917830636.8,23.113663,23.068664786266208,-.077589534,0,.1,1.4666667,5,1,0,.010942901,.00011505911,.0095326696,.00010026133,.0017359657,.000018113837,.0077989679,.000082171362,.017156204,.01714045,.00018026924,.00018010713,.0085953567,.0086215669,.000090413479,.000090686,.0085529443,.0085424911,.000089776448,.000089666064
525,IVE,20164,.071480863,.028162692,201612,2000-05-22,.58549917,S&P 500 Value Index,18,1.2145742,18.657463,14.076913,-1.8354537,2.6777909,0,.93528396,0,11934769119,0,1,16.882753137602037,0,0,20002,2016.75,2000.25,16.5,20,2,2,2,1,1,0,2,1,1,Blackrock,iShares S&P 500 Value ETF,S&P 500 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Goldman Sachs,5.2696929,4.7148829,6.5397234,.81744254,40.505123,.033942152,5.2278819,.033488166,12476447295.8,23.247108,23.202721751682056,-.077417128,.21428572,.42857143,1.5357143,5,1,0,.017981142,.00018318729,.0095286751,.000097908225,.0032960912,.000032839096,.0062345644,.000065089465,.014807477,.014813808,.00015237241,.00015243838,.0091054803,.0091072675,.00009272946,.000092749535,.0057075312,.005699384,.000059702401,.00005961601
526,IVE,20171,.031266861,.071480863,20173,2000-05-22,.58549917,S&P 500 Value Index,18,1.2791325,18.530296,11.173667,-1.4057125,2.0408812,0,.92974007,0,13781370630,0,1,17.02661494867248,0,0,20002,2017,2000.25,16.75,20,2,2,2,1,1,0,2,1,1,Blackrock,iShares S&P 500 Value ETF,S&P 500 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Goldman Sachs,5.5016551,5.9329085,6.3373947,.87286681,41.587772,.060768377,5.4585953,.059033301,14460505257,23.394688,23.3465835627525,-.077506304,0,.13636364,1.5,5,1,0,.010640711,.00010249185,.0089689391,.000086364642,.0024344639,.000023580056,.0065362765,.000062801919,.013525745,.013526125,.00013050197,.00013050615,.0061463052,.0061515174,.000059585283,.000059635178,.0073947739,.0073891808,.000071065413,.00007101136
527,IVE,20172,.014366857,.031266861,20176,2000-05-22,.58549917,S&P 500 Value Index,18,1.296666,18.075735,11.82163,-1.8786472,1.3367196,0,.92381394,0,13350421500,0,1,16.994845180247943,0,0,20002,2017.25,2000.25,17,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,5.7264681,6.3314929,6.3654757,1.0851046,42.071842,.074415043,5.6746631,.072110124,14093239659.1,23.368961,23.31481379432796,-.077834837,.52631581,.21052632,1.3684211,5,1,0,.011560106,.00011093865,.0090815146,.000087158856,.0037153626,.000035600231,.0053686113,.000051582214,.012736465,.012734843,.0001222125,.00012219738,.0076450468,.0076472485,.000073322837,.000073343632,.0051050433,.0051044743,.000049020455,.00004901491
528,IVE,20173,.033812474,.014366857,20179,2000-05-22,.58549917,S&P 500 Value Index,18,1.0789773,17.796654,13.357372,-2.1903074,.98514587,0,.92502588,0,13698681675,0,1,17.020596822968063,0,0,20002,2017.5,2000.25,17.25,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,5.1048951,4.2663851,6.403275,1.2549504,48.380493,.03947736,5.068038,.038301766,14463594637.5,23.394901,23.34056543704808,-.077922449,.1,.2,1.3333334,5,1,0,.019914696,.00018805126,.0086222459,.000081443635,.004636074,.000043650594,.0039899433,.000037828751,.011561548,.011564196,.00010920893,.000109234,.0074123573,.0074103037,.000069958878,.000069939451,.0041641966,.0041635963,.000039392027,.00003938641
529,IVE,20174,.062490657,.033812474,201712,2000-05-22,.58549917,S&P 500 Value Index,18,.9230231,19.071526,14.275725,-1.3377064,2.0503752,0,.91494387,0,15392504200,0,1,17.137177873529744,0,0,20002,2017.75,2000.25,17.5,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,3.8375056,3.2089009,6.4005032,.49540925,79.043785,.029780785,3.6732993,.028118366,16252527587.5,23.511515,23.457146487609762,-.078477316,.055555556,.27777779,1.1111112,4,1,0,.02786243,.00025213166,.0085215699,.000076955985,.0048938249,.000044111697,.0036275859,.000032843178,.013421133,.013422106,.00012128564,.00012129491,.0096631972,.0096582742,.000087110806,.000087067034,.0037199166,.0037237247,.000033844317,.000033877601
530,IVE,20181,-.037963077,.062490657,20183,2000-05-22,.58549917,S&P 500 Value Index,18,.89718813,18.469271,12.573083,-1.6417123,1.7949287,0,.87064397,0,14823308238,0,1,17.099498045757908,0,0,20002,2018,2000.25,17.75,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.2715342,1.6661621,6.3325367,.47678155,89.036629,.19028661,2.2002952,.18568099,16213930419,23.509136,23.419466659837926,-.077410266,.11538462,.1923077,1.5384616,2,1,0,.018159233,.00015990617,.012479695,.00010994177,.0073465714,.000065205946,.0051343027,.000044746157,.024774775,.024790794,.00021634388,.00021648682,.014628368,.014621215,.00012660238,.00012653938,.010164921,.010156056,.000089906294,.000089826361
531,IVE,20182,.01365851,-.037963077,20186,2000-05-22,.58549917,S&P 500 Value Index,18,1.0233974,18.890453,15.07747,-2.3129706,2.537256,0,.87769657,0,15555043524,0,1,17.147682151283437,0,0,20002,2018.25,2000.25,18,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.258131,1.7266266,6.4270425,.6862092,89.67955,.18650074,2.2188137,.18580031,16899147633,23.550529,23.467650765363455,-.077868752,.032258064,.064516127,1.3548387,2,1,0,.018283647,.00016517949,.012026867,.00010865054,.0065504722,.000058899401,.0054768147,.000049754959,.025080955,.025078535,.00022627202,.00022625238,.017091941,.017098788,.00015392907,.00015398927,.0079875058,.0079830792,.000072331604,.000072291048
532,IVE,20183,.056417573,.01365851,20189,2000-05-22,.58549917,S&P 500 Value Index,18,.99282038,18.616907,13.269034,-1.9250393,2.0038164,0,.86120331,0,15310718053,0,1,17.131850332350606,0,0,20002,2018.5,2000.25,18.25,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.3835447,1.8564392,6.319859,.96440196,89.827103,.19441688,2.3433187,.18620613,16898772339,23.550507,23.451818946430624,-.077922449,.25,.41666666,1.3333334,2,1,0,.030896416,.00027476143,.0099567147,.000086826338,.004789568,.000041814677,.0051676272,.000045015637,.014094871,.014093795,.00012280172,.00012279282,.010026563,.01002674,.00008734603,.000087347333,.0040671914,.004068098,.000035446297,.000035453973
533,IVE,20184,-.12854423,.056417573,201812,2000-05-22,.58549917,S&P 500 Value Index,18,1.9104078,19.576103,16.577196,-2.0099397,5.2632837,0,.81770414,0,14827662474,0,1,17.09979174514965,0,0,20002,2018.75,2000.25,18.5,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.6140401,2.2345371,6.4279757,1.121282,92.109154,.17903984,2.5450757,.19026543,17268596598,23.572155,23.419760359229667,-.077006921,.02,.16,1.7,2,1,0,.041250892,.0003987918,.015196876,.00014000483,.0075337663,.000070105729,.0076562511,.000069839087,.021548377,.021555871,.0002008984,.0002009919,.017620545,.017637022,.00016691998,.00016704229,.0039374293,.003913457,.000034090521,.000033874654
534,IVE,20191,.11425648,-.12854423,20193,2000-05-22,.58549917,S&P 500 Value Index,18,1.2285861,18.224644,13.384201,-1.9639591,1.3676949,0,.81544954,0,15180333600,0,1,17.123297970876987,0,0,20002,2019,2000.25,18.75,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.7191782,2.2313938,6.5275512,1.3233631,92.403877,.18679845,2.7134213,.19548123,17675304260,23.595434,23.443266584957005,-.078442633,.083333336,.29166666,1.125,2,1,0,.017667625,.00016205006,.018333444,.0001688788,.014781441,.00013741119,.0035535444,.000031482119,.017180033,.017193547,.00015879777,.00015892631,.016754096,.01672681,.00015708589,.00015682353,.00043995809,.00045372662,1.8451076e-06,1.9789381e-06
535,IVE,20192,.039067633,.11425648,20196,2000-05-22,.58549917,S&P 500 Value Index,18,1.6616191,17.822763,14.777389,-2.0086224,.91490531,0,.80406499,0,15208381109,0,1,17.125143887509704,0,0,20002,2019.25,2000.25,19,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.7038965,2.211401,6.462492,1.5576952,92.842354,.18326226,2.7212453,.19786294,17941068123,23.610357,23.445112501589723,-.078286581,.0625,.25,1.1875,2,1,0,.024735965,.00021647343,.014421244,.00012612547,.0081851939,.000071529932,.0062293173,.000054537246,.019198077,.019197905,.0001681634,.00016816244,.010347364,.010362089,.0000902678,.000090396046,.0088507663,.0088362126,.000077896642,.000077769342
536,IVE,20193,.027828678,.039067633,20199,2000-05-22,.58549917,S&P 500 Value Index,18,1.5948193,18.038931,13.103264,-1.6176043,1.0904776,0,.77959377,0,15754804741,0,1,17.16044260453644,0,0,20002,2019.5,2000.25,19.25,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.7598429,2.2996905,6.3607903,1.8289798,92.668236,.17593877,2.8477983,.18153965,19187936750,23.677547,23.480411218616457,-.076956987,0,.23999999,1.72,2,1,0,.036001727,.00030743817,.014612062,.00012505465,.0072609838,.000062000538,.0073534762,.00006307484,.016707962,.016708681,.00014279397,.0001428009,.010537306,.010544597,.000089116198,.000089182176,.006174834,.0061668032,.000053714739,.000053641692
537,IVE,20194,.093641236,.027828678,201912,2000-05-22,.58549917,S&P 500 Value Index,18,1.8911008,18.407221,12.520476,-2.2863264,1.3887895,0,.74493408,0,17967411018,0,1,17.291856840828338,0,0,20002,2019.75,2000.25,19.5,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,2.7757776,2.3364573,6.4836597,2.0937848,92.526123,.1837943,2.8858845,.19473769,22884553147,23.853727,23.611825454908356,-.077994823,.043478262,.17391305,1.3043479,2,1,0,.046966277,.00036834291,.011543213,.000093436531,.007158896,.000057872316,.0043864371,.000035580993,.013771059,.013783674,.00011114393,.00011124556,.0096667279,.0096642682,.00007751934,.00007750537,.0041220812,.0041119242,.000033766322,.000033678698
538,IVE,20201,-.29240826,.093641236,20203,2000-05-22,.58549917,S&P 500 Value Index,18,9.2926712,19.541658,25.429726,-8.2665243,4.6773515,0,.7589826,0,13645387500,0,1,17.016698775304295,0,0,20002,2020,2000.25,19.75,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,3.4331307,3.1242263,6.390449,2.3086789,93.535362,.15468356,3.4764152,.14971164,16968831111,23.554644,23.336667389384314,-.078023948,.097560972,.12195122,1.2926829,3,1,0,.057648141,.00056850712,.0421247,.00040661465,.032437112,.00031506168,.009688328,.000091558904,.069667101,.069770716,.00065401912,.0006552196,.063343003,.063308634,.00058670144,.00058626191,.006434761,.0063656135,.000068590532,.000067830515
539,IVE,20202,.1228506,-.29240826,20206,2000-05-22,.58549917,S&P 500 Value Index,18,2.7561352,18.907263,12.111681,-1.868518,2.5490625,0,.72444934,0,15900519814,0,1,17.169649024262586,0,0,20002,2020.25,2000.25,20,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,3.4019511,3.1250253,6.57863,2.5684285,93.144508,.15796782,3.4031694,.17196605,20755588677,23.756081,23.489617638342605,-.077703424,.84210527,.63157892,1.4210526,3,1,0,.020588636,.00019456506,.022453489,.00020973977,.011588887,.00010792328,.010864272,.0001018132,.02112481,.021114901,.00019985544,.00019976603,.0087247938,.0087559652,.000086673157,.000086951273,.012389597,.012368339,.00011308805,.00011289938
540,IVE,20203,.04570429,.1228506,20209,2000-05-22,.58549917,S&P 500 Value Index,18,3.1895673,18.233261,15.539695,-3.0373762,1.3163458,0,.70460308,0,15840735933,0,1,17.165882068590086,0,0,20002,2020.5,2000.25,20.25,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,3.4816086,3.1981752,6.2828574,2.8315156,92.158409,.15483564,3.3972952,.1518165,21239536457,23.779131,23.485850682670105,-.07817854,.15384616,.92307693,1.2307693,3,1,0,.021275505,.0001875189,.01872093,.00016693612,.010205913,.000091366055,.0085150804,.000075570628,.017025165,.017024152,.0001499818,.00014997581,.011754489,.011765338,.0001028093,.0001029091,.0052701216,.0052602873,.000047170528,.000047076741
541,IVE,20204,.13590871,.04570429,202012,2000-05-22,.58549917,S&P 500 Value Index,18,2.2939374,18.065447,14.098039,-2.4837689,.96468478,0,.66757339,0,18325196003,0,1,17.311574166516422,0,0,20002,2020.75,2000.25,20.5,20,2,2,2,1,1,0,2,1,1,iShares,iShares S&P 500 Value ETF,S&P 500 Value Index,Regulated Investment Company,0,Equity,Size and Style,0,0,900,0,.18000001,0,.18000001,Latour Trading,3.4748089,3.1705942,6.23733,3.0825648,91.792503,.15855308,3.388895,.15533352,25874803437,23.976536,23.63154278059644,-.077589534,.33333334,.56666666,1.4666667,3,1,0,.049272735,.00040036128,.014671172,.00012186008,.011291503,.000094124167,.003379714,.000027736276,.019843953,.01984717,.00016480676,.00016483998,.019280376,.019283259,.00016213997,.0001621424,.00056701235,.00056091358,2.7018857e-06,2.6662722e-06
542,IVOG,20161,.011552693,.028880415,20163,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.6783457,14.090997,7.1206903,.45751044,.75858355,0,.077466406,.69999999,436669500,10.327704,1,13.680079075597737,0,30566.865,20103,2016,2010.5,5.5,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth,S&P MidCap 400 Growth TR,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.029999999,.2,0,.2,Virtu Financial,4.5309725,6.0918422,,.02555768,100,,4.115387,.01981502,5341519500,22.398775,19.89468717401993,0,,,0,5,1,0,.090903617,.00097460666,.064693294,.00069323886,.046919804,.00049914338,.017773492,.0001940955,.081334203,.081378467,.0008751385,.00087566348,.053249549,.053296309,.00056147238,.00056198996,.028128922,.028037895,.0003141911,.00031314854
543,IVOG,20162,.042721905,.011552693,20166,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,4.3576708,14.14903,7.9346118,.57309347,.77268118,0,.076666273,.69999999,458401618.2,11.045414,1,13.728648155041093,0,32088.113,20103,2016.25,2010.5,5.75,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P MidCap 400 Growth TR,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.029999999,.2,0,.2,Virtu Financial,.9816097,,,0,,,4.14429,.01630681,5638158686.2,22.452824,19.943256253463286,-.078754745,0,0,1,1,1,0,.078314312,.0007676442,.059190579,.00058040349,.047336504,.00046416017,.011854075,.0001162433,.081467509,.081446439,.00079901272,.00079880742,.05043292,.050456349,.00049160275,.00049183064,.031013519,.031011157,.0003072047,.00030718214
544,IVOG,20163,.036459927,.042721905,20169,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.6366014,14.086991,8.234169,.28344384,.66762578,0,.075999662,.60000002,495215579.5,11.433546,1,13.80589564144343,0,29712.936,20103,2016.5,2010.5,6,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P MidCap 400 Growth TR,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.029999999,.2,0,.2,Virtu Financial,1.3266943,4.223928,,.24102545,100,.13493828,3.9219604,.034344122,6094372865.5,22.530632,20.02050373986562,-.078130528,0,0,1.25,1,1,0,.07361941,.00067998638,.051521085,.0004758244,.043655045,.00040329501,.007879789,.00007265513,.063034751,.063010477,.00058209785,.00058187573,.048474066,.048524212,.00044789337,.00044835702,.014536408,.014510538,.00013398239,.00013374085
545,IVOG,20164,.043257538,.036459927,201612,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.7146068,14.821743,20.954416,-5.2636147,1.2713528,0,.080363661,.60000002,541487325.6,11.734934,1,13.895222119615019,0,32489.24,20103,2016.75,2010.5,6.25,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P MidCap 400 Growth TR,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.029999999,.2,0,.2,Virtu Financial,2.3733087,5.2572031,,.40642786,100,,3.5633521,.025479604,6309266611.6,22.565285,20.10983021803721,-.078754745,0,.1,1,2,1,0,.068869136,.0006334802,.046255536,.00042670741,.03980381,.00036862097,.0064373617,.000057958729,.061864216,.061881375,.00057141675,.00057159335,.038503259,.038523126,.00035588269,.00035607279,.023407709,.023370648,.00021597586,.00021560883
546,IVOG,20171,.050310843,.043257538,20173,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.6251009,15.585051,4.1975107,.36084488,1.0148352,0,.085902169,.60000002,627850817.4,11.998613,1,14.043205045879528,0,37671.051,20103,2017,2010.5,6.5,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P MidCap 400 Growth TR,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.029999999,.2,0,.2,Virtu Financial,2.3709455,3.0915344,,.61584252,100,.30981529,4.0614986,.069568239,6777371219.4,22.636856,20.25781314430172,-.078754745,0,0,1,2,1,0,.066239148,.00057056354,.043449257,.00037404071,.032749109,.00028167572,.010700149,.000092364993,.062915199,.062906966,.00054122438,.00054115476,.043363363,.043400686,.00037435693,.00037468548,.019543601,.019514514,.00016679781,.00016653888
547,IVOG,20172,.031419698,.050310843,20176,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,4.0198374,14.117227,4.7287612,.55629545,.46905768,0,.091188967,.60000002,728433147.7,12.236773,1,14.191798313910894,0,43705.988,20103,2017.25,2010.5,6.75,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P Midcap 400 Pure Growth Index,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.02,.2,0,.2,Virtu Financial,4.6544876,4.7473493,,.63429677,100,.14245735,5.4348435,.061138909,7411418829.7,22.726288,20.406406412333087,0,,,0,5,1,0,.076676652,.00063838938,.052434232,.00043701715,.040908612,.00034103062,.011530572,.000096028794,.067461595,.067482315,.00056216924,.0005623519,.033665881,.033641156,.00028007181,.00027985766,.033816431,.033820439,.00028228009,.00028231158
548,IVOG,20173,.031658716,.031419698,20179,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.0122147,14.256756,4.2473168,1.30179,.56215078,0,.081587836,.60000002,696839162.5,12.421368,1,14.147457086859236,0,41810.352,20103,2017.5,2010.5,7,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P Midcap 400 Pure Growth Index,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.02,.2,0,.2,Virtu Financial,3.3734503,3.4428871,,.56098646,100,.37713984,3.2495148,.054768804,7553482112.5,22.745274,20.362065185281427,-.078754745,0,0,1,3,1,0,.080032445,.00065631693,.050382968,.00041316546,.041198995,.00033751669,.009182564,.000075638731,.065160468,.065148294,.00053463003,.00053453358,.048757497,.048787821,.00039954029,.00039978494,.016427211,.016408881,.00013529263,.00013514301
549,IVOG,20174,.068108752,.031658716,201712,2010-09-07,.11001695,S&P Midcap 400 Growth Index,20,3.9289572,16.120041,20.468868,-3.9706659,1.1494597,0,.094563402,.60000002,909161025,12.620152,1,14.413424683245722,0,54549.66,20103,2017.75,2010.5,7.25,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Growth ETF,S&P Midcap 400 Pure Growth Index,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.02,.2,0,.2,Virtu Financial,.89828664,2.2727389,,.10240664,100,.048506238,1.5380486,.0049281432,8459195850,22.858521,20.628032781667912,-.077922449,0,.33333334,1.3333334,1,1,0,.1176161,.00089451106,.053846207,.00041140956,.049085543,.00037441184,.0047750804,.00003710587,.061118022,.061120592,.00046723153,.00046725405,.047142781,.047131896,.00035866999,.00035858812,.013977812,.013986126,.00010858408,.00010864339
550,IVOV,20161,.061203308,.026160467,20163,2010-09-07,.77392,S&P Midcap 400 Value Index,20,4.9496269,12.85053,17.006926,-1.7791961,.78044564,0,.028016971,.80000001,122466818.2,9.1899691,1,12.408742580997727,0,9797.3457,20103,2016,2010.5,5.5,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Value,S&P MidCap 400 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.039999999,.2,0,.2,Virtu Financial,5.6300387,,,0,,,4.8781009,.025915606,4204165909.2,22.159342,18.623350679419918,0,,,0,5,1,0,.096170738,.0011352561,.079271048,.00093520904,.066563353,.00078503136,.012707697,.00015017769,.083653741,.08364632,.00098881184,.0009887655,.058426417,.058492769,.00068171858,.00068246876,.025219904,.025160974,.00030704698,.00030634299
551,IVOV,20162,.035227057,.061203308,20166,2010-09-07,.77392,S&P Midcap 400 Value Index,20,5.3407249,14.891436,5.1430321,.76833737,2.5335219,0,.066084661,.80000001,334672759.3,10.507043,1,13.414055676039618,0,26773.82,20103,2016.25,2010.5,5.75,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Value ETF,S&P MidCap 400 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.039999999,.2,0,.2,Virtu Financial,3.3818371,1.0557075,6.9685822,0,97.500504,.32538506,4.5522556,.089237541,4873440418.3,22.307066,19.62866377446181,-.078338601,0,0,1.1666666,3,1,0,.087906525,.00092206273,.060721949,.00063765561,.043598872,.00045870026,.017123075,.00017895539,.096205011,.096137933,.0010093083,.0010086145,.065306492,.065417901,.00068478176,.00068594055,.030831438,.030787108,.00032383276,.0003233676
552,IVOV,20163,.043711159,.035227057,20169,2010-09-07,.77392,S&P Midcap 400 Value Index,20,5.5854373,14.193574,8.9667187,.73258555,.82321221,0,.079822704,.60000002,448284242.9,11.058311,1,13.706329961524519,0,26897.055,20103,2016.5,2010.5,6,20,2,2,1,0,2,1,1,0,1,Vanguard,Vanguard S&P Mid-Cap 400 Value ETF,S&P MidCap 400 Value TR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,500,.039999999,.2,0,.2,Virtu Financial,3.0501406,2.6734605,6.9685822,.084303133,98.052101,.70772851,4.1652842,.11796471,5383214123.9,22.406551,19.92093805994671,-.078005679,0,0,1.3,3,1,0,.093478538,.00093017623,.061367575,.00061066763,.048522618,.00048285691,.012844959,.00012781072,.073912144,.07389845,.00073570607,.00073557312,.054235168,.054344341,.0005402001,.0005412841,.019663284,.019567803,.00019537297,.00019442197
